Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;Servico.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.CodigoMandato;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.UfParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.PrimeiraLegislaturaDoMandato.DataFim;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.SegundaLegislaturaDoMandato.DataInicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.SegundaLegislaturaDoMandato.DataFim;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.DescricaoParticipacao;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Titular.DescricaoParticipacao;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Titular.CodigoParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Titular.NomeParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Suplentes.Suplente.DescricaoParticipacao;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Suplentes.Suplente.CodigoParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Suplentes.Suplente.NomeParlamentar;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.CodigoExercicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DataInicio;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DataFim;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;Servico.Parlamentares.Parlamentar.Mandatos.Mandato.Exercicios.Exercicio.DataLeitura
6006;913;Ogari Pacheco;Ogari de Castro Pacheco;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6006.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6006;;sen.ogaripacheco@senado.leg.br;UNIÃO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;568;TO;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;568;TO;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;568;TO;;;;;;;2º Suplente;Titular;3777;Eduardo Gomes;;;;;;;;;
;;;;;;;;;;;;568;TO;;;;;;;2º Suplente;;;;1º Suplente;6005;Siqueira Campos;;;;;;
;;;;;;;;;;;;568;TO;;;;;;;2º Suplente;;;;;;;2986;2022-07-18;2022-11-11;RET;Retorno do titular;
5525;803;Omar Aziz;Omar José Abdel Aziz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525;;sen.omaraziz@senado.leg.br;PSD;AM;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;619;AM;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;619;AM;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;619;AM;;;;;;;Titular;;;;1º Suplente;6334;Cheila Moreira;;;;;;
;;;;;;;;;;;;619;AM;;;;;;;Titular;;;;2º Suplente;4774;João Pedro;;;;;;
;;;;;;;;;;;;619;AM;;;;;;;Titular;;;;;;;3031;2023-02-01;;;;
6024;;Onésimo Cruz;Onésimo de Souza Cruz Netto;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;577;RR;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;577;RR;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;577;RR;;;;;;;2º Suplente;Titular;470;Chico Rodrigues;;;;;;;;;
;;;;;;;;;;;;577;RR;;;;;;;2º Suplente;;;;1º Suplente;6023;Pedro Arthur;;;;;;
5924;857;Oriovisto Guimarães;Oriovisto Guimaraes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924;http://www.oriovistoguimaraes.com.br/;sen.oriovistoguimaraes@senado.leg.br;PODEMOS;PR;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;;;;Titular;;;;1º Suplente;5921;Paulo Salamuni;;;;;;
;;;;;;;;;;;;541;PR;;;;;;;Titular;;;;2º Suplente;5922;Plinio Destro;;;;;;
;;;;;;;;;;;;541;PR;;;;;;;Titular;;;;;;;2928;2019-02-01;;;;
5523;831;Otto Alencar;Otto Roberto Mendonça de Alencar;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523;;sen.ottoalencar@senado.leg.br;PSD;BA;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;622;BA;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;622;BA;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;622;BA;;;;;;;Titular;;;;1º Suplente;6348;Terence Lessa;;;;;;
;;;;;;;;;;;;622;BA;;;;;;;Titular;;;;2º Suplente;6349;Hildinha Menezes;;;;;;
;;;;;;;;;;;;622;BA;;;;;;;Titular;;;;;;;3030;2023-02-01;;;;
6353;;Pastor Egmar;Egmar Tavares da Silva;Masculino;Senador;;;;;REPUBLICANOS;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;599;DF;57;2023-02-01;2027-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;599;DF;;;;58;2027-02-01;2031-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;599;DF;;;;;;;2º Suplente;Titular;6335;Damares Alves;;;;;;;;;
;;;;;;;;;;;;599;DF;;;;;;;2º Suplente;;;;1º Suplente;6352;Manoel Arruda;;;;;;
5925;;Pastor Gaia;Orlando Moura Gaia;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;522;AP;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;522;AP;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;522;AP;;;;;;;2º Suplente;Titular;5012;Randolfe Rodrigues;;;;;;;;;
;;;;;;;;;;;;522;AP;;;;;;;2º Suplente;;;;1º Suplente;5923;Alberto David;;;;;;
5966;;Pastor Manoel Roberto;Manoel Roberto Silva do Rego;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;551;RN;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;551;RN;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;551;RN;;;;;;;2º Suplente;Titular;5783;Zenaide Maia;;;;;;;;;
;;;;;;;;;;;;551;RN;;;;;;;2º Suplente;;;;1º Suplente;5965;Júnior Souto;;;;;;
6022;;Pastor Severino;Severino dos Ramos Marcelino da Silva;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;576;RO;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;576;RO;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;576;RO;;;;;;;2º Suplente;Titular;5422;Marcos Rogério;;;;;;;;;
;;;;;;;;;;;;576;RO;;;;;;;2º Suplente;;;;1º Suplente;6021;Dr. Samuel Araújo;;;;;;
5617;;Pastor Valadares;Sebastião Valadares Neto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5617.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5617;;pastor.valadares@senador.leg.br;PDT;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;610;RO;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;610;RO;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;610;RO;;;;;;;1º Suplente;Titular;6340;Jaime Bagattoli;;;;;;;;;
;;;;;;;;;;;;610;RO;;;;;;;1º Suplente;;;;2º Suplente;6377;Dheep Rover;;;;;;
5928;;Patricia Costa;Ana Patricia de Carvalho Ribeiro Costa;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;543;AP;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;543;AP;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;543;AP;;;;;;;2º Suplente;Titular;5926;Lucas Barreto;;;;;;;;;
;;;;;;;;;;;;543;AP;;;;;;;2º Suplente;;;;1º Suplente;5927;Paulo Albuquerque;;;;;;
5927;;Paulo Albuquerque;Paulo José de Brito Silva Albuquerque;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5927.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5927;;Sen.PauloAlbuquerque@senado.leg.br;PSD;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;543;AP;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;543;AP;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;543;AP;;;;;;;1º Suplente;Titular;5926;Lucas Barreto;;;;;;;;;
;;;;;;;;;;;;543;AP;;;;;;;1º Suplente;;;;2º Suplente;5928;Patricia Costa;;;;;;
;;;;;;;;;;;;543;AP;;;;;;;1º Suplente;;;;;;;2951;2019-12-17;2020-04-19;RET;Retorno do titular;
5901;;Paulo Marinho;Paulo Roberto Franco Marinho;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;532;RJ;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;532;RJ;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;532;RJ;;;;;;;1º Suplente;Titular;5894;Flávio Bolsonaro;;;;;;;;;
;;;;;;;;;;;;532;RJ;;;;;;;1º Suplente;;;;2º Suplente;5903;Leonardo Rodrigues;;;;;;
825;859;Paulo Paim;Paulo Renato Paim;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/825;http://www.senadorpaim.com.br/;sen.paulopaim@senado.leg.br;PT;RS;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;523;RS;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;523;RS;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;523;RS;;;;;;;Titular;;;;1º Suplente;6017;Cleonice Back;;;;;;
;;;;;;;;;;;;523;RS;;;;;;;Titular;;;;2º Suplente;6018;Reginete Bispo;;;;;;
;;;;;;;;;;;;523;RS;;;;;;;Titular;;;;;;;2929;2019-02-01;;;;
5921;;Paulo Salamuni;Paulo Salamuni;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;;;;1º Suplente;Titular;5924;Oriovisto Guimarães;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;;;;1º Suplente;;;;2º Suplente;5922;Plinio Destro;;;;;;
6333;;Paulo Salomão;Paulo Jorge Salomão da Câmara Nery;Masculino;Senador;;;;;PP;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;57;2023-02-01;2027-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;58;2027-02-01;2031-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;;;;2º Suplente;Titular;5736;Tereza Cristina;;;;;;;;;
;;;;;;;;;;;;595;MS;;;;;;;2º Suplente;;;;1º Suplente;6332;Tenente Portela;;;;;;
6023;;Pedro Arthur;Pedro Arthur Ferreira Rodrigues;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;577;RR;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;577;RR;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;577;RR;;;;;;;1º Suplente;Titular;470;Chico Rodrigues;;;;;;;;;
;;;;;;;;;;;;577;RR;;;;;;;1º Suplente;;;;2º Suplente;6024;Onésimo Cruz;;;;;;
453;;Pedro Chaves;Pedro Pinheiro Chaves;Masculino;Senador;;;;;MDB;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;538;GO;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;538;GO;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;538;GO;;;;;;;1º Suplente;Titular;5899;Vanderlan Cardoso;;;;;;;;;
;;;;;;;;;;;;538;GO;;;;;;;1º Suplente;;;;2º Suplente;5912;Jader Melo;;;;;;
674;;Pedro Fernandes;Pedro Fernandes Ribeiro;Masculino;Senador;;;;;PTB;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;542;MA;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;542;MA;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;542;MA;;;;;;;1º Suplente;Titular;5718;Eliziane Gama;;;;;;;;;
;;;;;;;;;;;;542;MA;;;;;;;1º Suplente;;;;2º Suplente;4979;Bene Camacho;;;;;;
5922;;Plinio Destro;Plinio Destro;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;;;;2º Suplente;Titular;5924;Oriovisto Guimarães;;;;;;;;;
;;;;;;;;;;;;541;PR;;;;;;;2º Suplente;;;;1º Suplente;5921;Paulo Salamuni;;;;;;
5502;801;Plínio Valério;Francisco Plínio Valério Tomaz;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502;;sen.pliniovalerio@senado.leg.br;PSDB;AM;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;573;AM;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;573;AM;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;573;AM;;;;;;;Titular;;;;1º Suplente;6013;Carlos Alberto;;;;;;
;;;;;;;;;;;;573;AM;;;;;;;Titular;;;;2º Suplente;5931;Jacira Souza;;;;;;
;;;;;;;;;;;;573;AM;;;;;;;Titular;;;;;;;2906;2019-02-01;;;;
5971;;Prisco Bezerra;Prisco Rodrigues Bezerra;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5971.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5971;;sen.priscobezerra@senado.leg.br;PDT;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;556;CE;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;556;CE;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;556;CE;;;;;;;1º Suplente;Titular;5973;Cid Gomes;;;;;;;;;
;;;;;;;;;;;;556;CE;;;;;;;1º Suplente;;;;2º Suplente;5972;Julio Ventura;;;;;;
;;;;;;;;;;;;556;CE;;;;;;;1º Suplente;;;;;;;2949;2019-12-11;2020-04-10;RET;Retorno do titular;
6385;;Professor Alberto;Alberto Alves da Fonseca;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;617;SP;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;617;SP;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;617;SP;;;;;;;1º Suplente;Titular;6009;Astronauta Marcos Pontes;;;;;;;;;
;;;;;;;;;;;;617;SP;;;;;;;1º Suplente;;;;2º Suplente;6386;Sirlange Manga;;;;;;
5984;;Professora Bazé;Terezinha Bazé de Lima;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;560;MS;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;560;MS;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;560;MS;;;;;;;2º Suplente;Titular;5985;Nelsinho Trad;;;;;;;;;
;;;;;;;;;;;;560;MS;;;;;;;2º Suplente;;;;1º Suplente;5983;José Chagas;;;;;;
5386;917;Professora Dorinha Seabra;Maria Auxiliadora Seabra Rezende;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5386.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5386;;sen.professoradorinhaseabra@senado.leg.br;UNIÃO;TO;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;615;TO;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;615;TO;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;615;TO;;;;;;;Titular;;;;1º Suplente;6387;Professora Lu;;;;;;
;;;;;;;;;;;;615;TO;;;;;;;Titular;;;;2º Suplente;6388;Mauricio Buffon;;;;;;
;;;;;;;;;;;;615;TO;;;;;;;Titular;;;;;;;3022;2023-02-01;;;;
6387;;Professora Lu;Lucineide Parizi Freitas;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;615;TO;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;615;TO;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;615;TO;;;;;;;1º Suplente;Titular;5386;Professora Dorinha Seabra;;;;;;;;;
;;;;;;;;;;;;615;TO;;;;;;;1º Suplente;;;;2º Suplente;6388;Mauricio Buffon;;;;;;
5913;909;Rafael Tenório;Cicero Rafael Tenorio da Silva;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5913.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5913;;sen.rafaeltenorio@senado.leg.br;MDB;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;1º Suplente;Titular;70;Renan Calheiros;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;1º Suplente;;;;2º Suplente;5916;Silvania Barbosa;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;1º Suplente;;;;;;;2981;2022-06-02;2022-09-30;RET;Retorno do titular;
5012;827;Randolfe Rodrigues;Randolph Frederich Rodrigues Alves;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012;https://www.facebook.com/randolferodrigues;sen.randolferodrigues@senado.leg.br;REDE;AP;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;522;AP;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;522;AP;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;522;AP;;;;;;;Titular;;;;1º Suplente;5923;Alberto David;;;;;;
;;;;;;;;;;;;522;AP;;;;;;;Titular;;;;2º Suplente;5925;Pastor Gaia;;;;;;
;;;;;;;;;;;;522;AP;;;;;;;Titular;;;;;;;2930;2019-02-01;;;;
6018;527;Reginete Bispo;Reginete Souza Bispo;Feminino;Senadora;;;;dep.reginetebispo@camara.leg.br;PT;RS;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;523;RS;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;523;RS;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;523;RS;;;;;;;2º Suplente;Titular;825;Paulo Paim;;;;;;;;;
;;;;;;;;;;;;523;RS;;;;;;;2º Suplente;;;;1º Suplente;6017;Cleonice Back;;;;;;
70;875;Renan Calheiros;José Renan Vasconcelos Calheiros;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/70;https://www.renancalheiros.com.br/;sen.renancalheiros@senado.leg.br;MDB;AL;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;1º Suplente;5913;Rafael Tenório;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;2º Suplente;5916;Silvania Barbosa;;;;;;
;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;;;;2992;2022-10-01;;;;
;;;;;;;;;;;;527;AL;;;;;;;Titular;;;;;;;2917;2019-02-01;2022-06-02;LCS;Licença com convocação de suplente (sup 120 dias);
5207;804;Renan Filho;José Renan Vasconcelos Calheiros Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207;;sen.renanfilho@senado.leg.br;MDB;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;597;AL;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;597;AL;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;597;AL;;;;;;;Titular;;;;1º Suplente;6345;Fernando Farias;;;;;;
;;;;;;;;;;;;597;AL;;;;;;;Titular;;;;2º Suplente;6346;Adélia Maria;;;;;;
;;;;;;;;;;;;597;AL;;;;;;;Titular;;;;;;;3014;2023-02-01;2023-02-02;AFO;Afastamento do exercício;
5934;;Renata Guerra;Renata Cordeiro Guerra;Feminino;Senadora;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;545;RJ;56;2019-02-01;2023-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;545;RJ;;;;57;2023-02-01;2027-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;545;RJ;;;;;;;2º Suplente;Titular;751;Arolde de Oliveira;;;;;;;;;
;;;;;;;;;;;;545;RJ;;;;;;;2º Suplente;;;;1º Suplente;5936;Carlos Portinho;;;;;;
5257;;Renzo Braz;Renzo do Amaral Braz;Masculino;Senador;;;;;PP;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;562;MG;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;562;MG;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;562;MG;;;;;;;1º Suplente;Titular;5732;Rodrigo Pacheco;;;;;;;;;
;;;;;;;;;;;;562;MG;;;;;;;1º Suplente;;;;2º Suplente;5989;Ana Maria;;;;;;
6371;;Ricardo Guerra;Ricardo Augusto Guerra;Masculino;Senador;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;608;PR;57;2023-02-01;2027-01-31;;;;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;608;PR;;;;58;2027-02-01;2031-01-31;2º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;608;PR;;;;;;;2º Suplente;Titular;6331;Sergio Moro;;;;;;;;;
;;;;;;;;;;;;608;PR;;;;;;;2º Suplente;;;;1º Suplente;6370;Luis Felipe Cunha;;;;;;
5892;912;Roberth Bringel;Raimundo Roberth Bringel Martins;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5892.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5892;;sen.roberthbringel@senado.leg.br;UNIÃO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;529;MA;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;529;MA;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;529;MA;;;;;;;1º Suplente;Titular;5411;Weverton;;;;;;;;;
;;;;;;;;;;;;529;MA;;;;;;;1º Suplente;;;;2º Suplente;5893;Suely Pereira;;;;;;
;;;;;;;;;;;;529;MA;;;;;;;1º Suplente;;;;;;;2984;2022-07-06;2022-11-03;RET;Retorno do titular;
5986;440;Rodolfo Nogueira;Rodolfo Oliveira Nogueira;Masculino;Senador;;;;dep.rodolfonogueira@camara.leg.br;PL;MS;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;561;MS;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;561;MS;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
